"","title","year","length","budget","rating","votes","mpaa","genre"
"251169","Endless Winter",1995,93,NA,5.8,12,"","Documentary"
"251174","Endurance",1999,83,NA,5.8,82,"PG","Documentary"
"251175","Endurance: Shackleton's Legendary Antarctic Expedition, The",2000,90,NA,7.8,472,"","Documentary"
"251191","Enemy, The",2003,34,250000,8.2,147,"","Documentary"
"251204","Enfants de l'amour, Les",2002,90,NA,6.3,46,"","Documentary"
"251216","Enfin pris?",2002,93,NA,6.5,25,"","Documentary"
"251246","Ennio Morricone: la musica negli occhi",1990,58,NA,9.8,5,"","Documentary"
"251258","Enron: The Smartest Guys in the Room",2005,110,NA,8,198,"","Documentary"
"251293","Entre deux soeurs",1990,24,NA,8.6,9,"","Documentary"
"251302","Entreatos",2004,117,NA,9,28,"","Documentary"
"251333","Equestrian Acrobatics",1937,8,NA,6.2,5,"","Documentary"
"251348","Erba proibita, L'",2002,95,NA,8.2,5,"","Documentary"
"251369","Erinnerungen an die Zukunft",1970,92,NA,5.3,83,"","Documentary"
"251387","Ernesto Che Guevara, das bolivianische Tagebuch",1994,92,NA,4.7,27,"","Documentary"
"251437","Eruption of Mount St. Helens!, The",1980,25,NA,6.4,39,"","Documentary"
"251514","Esmeraldero",2002,117,NA,3.1,10,"R","Documentary"
"251517","Espalda del mundo, La",2000,89,NA,8,45,"","Documentary"
"251529","Espoir, L'",1945,76,NA,7.1,28,"","Documentary"
"251534","Essai d'ouverture",1988,15,NA,6.5,7,"","Documentary"
"251535","Essen, schlafen, keine Frauen",2002,77,NA,7.7,12,"","Documentary"
"251537","Essene",1972,86,NA,6,8,"","Documentary"
"251543","Estamira",2004,121,NA,8.6,18,"","Documentary"
"251581","Eternity",1994,56,NA,8.2,8,"","Documentary"
"251612","Europe in the Raw",1963,72,NA,1,11,"","Documentary"
"251656","Everest",1998,44,NA,7.3,863,"","Documentary"
"251666","Every Day Except Christmas",1957,37,NA,5.2,13,"","Documentary"
"251674","Every Girl's Dream",1966,9,NA,5.3,14,"","Documentary"
"251683","Everybody Just Stay Calm",1994,60,NA,5.8,11,"","Documentary"
"251753","Evita, una tumba sin paz",1997,60,NA,7.4,7,"","Documentary"
"251756","Evolution of Snuff, The",1978,79,NA,5.6,13,"","Documentary"
"251790","Execution of Wanda Jean, The",2002,88,NA,7.3,45,"","Documentary"
"251802","Exil Shanghai",1997,275,NA,4.3,13,"","Documentary"
"251804","Exile in Sarajevo",1997,90,NA,3.6,13,"","Documentary"
"251808","Exiles, The",1961,72,NA,6.4,12,"","Documentary"
"251843","Experience",1968,29,NA,6.5,21,"","Documentary"
"251933","Eyes of Tammy Faye, The",2000,79,NA,7.4,424,"PG-13","Documentary"
"251939","Eyes of the Navy",1940,20,NA,5.3,15,"","Documentary"
"251959","F.T.A.",1972,94,NA,3.6,22,"","Documentary"
"251967","FHAR",1971,26,NA,9,7,"","Documentary"
"251968","FIX: The Story of an Addicted City",2002,92,NA,8.1,31,"","Documentary"
"251975","Fabryka",1971,17,NA,6.2,19,"","Documentary"
"251979","Fabuloso Fittipaldi, O",1973,99,NA,6.1,10,"","Documentary"
"252002","Face of War, A",1968,72,NA,8.1,12,"","Documentary"
"252015","Faces of Death",1978,85,NA,3.4,645,"","Documentary"
"252016","Faces of Death 2",1981,85,NA,2.6,268,"","Documentary"
"252017","Faces of Death 3",1985,91,NA,2.2,189,"","Documentary"
"252018","Faces of Death 4",1990,90,NA,2.3,175,"","Documentary"
"252019","Faces of Death 5",1995,90,NA,2,91,"","Documentary"
"252020","Faces of Death 6",1996,70,NA,1.5,93,"","Documentary"
"252021","Faces of Death: Fact or Fiction?",1999,54,NA,2.3,68,"","Documentary"
"252022","Faces of Gore",1999,89,NA,4.3,40,"","Documentary"
"252023","Faces of Gore 2",2000,90,NA,2.7,17,"","Documentary"
"252024","Faces of Gore 3",2000,90,NA,3.6,5,"","Documentary"
"252027","Facing the Music",2001,89,NA,8.3,47,"","Documentary"
"252036","Fade to Black",2004,109,NA,4.5,110,"R","Documentary"
"252047","Fahrenheit 9/11",2004,122,6000000,7.9,34666,"R","Documentary"
"252061","Fairuz, we hielden zoveel van mekaar",2003,80,NA,6.6,5,"","Documentary"
"252062","Fairy Faith, The",2000,75,NA,6.6,25,"","Documentary"
"252078","Faits divers",1983,108,NA,5,68,"","Documentary"
"252087","Fala Tu",2003,74,NA,6.9,8,"","Documentary"
"252106","Falkenau, the Impossible",1988,52,NA,8.2,6,"","Documentary"
"252121","Fallen Angel: Gram Parsons",2004,90,NA,7.4,17,"","Documentary"
"252147","Falls, The",1991,89,NA,6.6,25,"","Documentary"
"252183","Family Fundamentals",2002,75,NA,6.9,35,"","Documentary"
"252188","Family Name",1997,89,NA,3.5,15,"","Documentary"
"252191","Family Portrait",1950,25,NA,5.5,6,"","Documentary"
"252192","Family Portrait",2004,28,NA,9.7,7,"","Documentary"
"252204","Famous Boners",1942,10,NA,6.1,5,"","Documentary"
"252214","Fanalysis",2002,26,NA,7.7,91,"","Documentary"
"252222","Fandom",2004,96,5000,9.2,12,"","Documentary"
"252243","Fans and Freaks: The Culture of Comics and Conventions",2002,80,NA,7.9,11,"","Documentary"
"252248","Fantasia Legacy: The Concert Feature, The",2000,50,NA,7.3,20,"","Documentary"
"252270","Fantasy Film Worlds of George Pal, The",1985,93,NA,7.2,35,"","Documentary"
"252334","Farm Family: In Search of Gay Life in Rural America",2004,73,NA,7.7,9,"","Documentary"
"252339","Farm: Angola, USA, The",1998,88,NA,7.7,147,"","Documentary"
"252346","Farmer's Wife, The",1998,390,NA,8.5,52,"","Documentary"
"252349","Farmingville",2004,79,NA,6.9,47,"","Documentary"
"252352","Farrebique ou les quatre saison",1946,90,NA,6.6,18,"","Documentary"
"252362","Fassbinder in Hollywood",2002,57,NA,7.4,18,"","Documentary"
"252391","Fast Trip, Long Drop",1994,54,NA,7.2,6,"","Documentary"
"252403","Fast, Cheap & Out of Control",1997,80,NA,7.3,988,"PG","Documentary"
"252404","Faster",2003,103,NA,6.4,93,"PG-13","Documentary"
"252412","Faszination Natur - Seven Seasons",2004,86,NA,6.6,7,"","Documentary"
"252439","Fatal Reaction: Singapore",1997,90,NA,2.6,5,"","Documentary"
"252460","Father Roy: Inside the School of Assassins",1997,56,NA,3,12,"","Documentary"
"252520","Fear & Favor in the Newsroom",1996,57,NA,8.7,16,"","Documentary"
"252550","Feast of Friends",1970,50,NA,6.2,5,"","Documentary"
"252566","Federico Fellini - un autoritratto ritrovato",2000,55,NA,7.8,18,"","Documentary"
"252569","Feed",1992,76,NA,6.5,61,"","Documentary"
"252610","Fellini: Je suis un grand menteur",2002,105,NA,6.7,97,"R","Documentary"
"252611","Fellow Americans",1942,11,NA,4.7,8,"","Documentary"
"252619","Female Misbehavior",1992,80,NA,7.1,12,"","Documentary"
"252670","Fengkuang yingyu",1999,90,NA,6.1,22,"","Documentary"
"252690","Fernando ha vuelto",1998,31,NA,8.5,14,"","Documentary"
"252697","Ferry Tales",2003,40,NA,8.1,22,"","Documentary"
"252699","Fest des Huhnes, Das",1992,55,NA,7.8,15,"","Documentary"
"252705","Festival",1967,95,NA,7,21,"","Documentary"
"252707","Festival Express",2003,90,NA,7.3,305,"R","Documentary"
"252736","Fever Pitch",2001,27,25000,5.8,40,"","Documentary"
"252758","Fidel",2001,91,NA,7.7,85,"","Documentary"
"252787","Fiesta de todos, La",1979,110,NA,1.5,15,"","Documentary"
"252812","Fight for the Sky, The",1945,20,NA,3,7,"","Documentary"
"252813","Fight, The",2004,90,NA,7.9,39,"","Documentary"
"252814","Fighter",2000,91,NA,7.6,53,"","Documentary"
"252816","Fighter Pilot: Operation Red Flag",2004,40,NA,7.4,16,"","Documentary"
"252838","Fighting Lady, The",1944,61,NA,7.1,21,"","Documentary"
"252888","Fillmore",1972,105,NA,7.1,22,"","Documentary"
"252896","Film House Fever",1986,58,NA,4.6,8,"","Documentary"
"252898","Film Parade, The",1933,25,NA,5,5,"","Documentary"
"252899","Film Portrait",1972,81,NA,6.9,7,"","Documentary"
"252901","Film That Was Lost, The",1942,10,NA,7.9,15,"","Documentary"
"252902","Film as a Subversive Art: Amos Vogel and Cinema 16",2003,56,NA,7.3,14,"","Documentary"
"252904","Film ist.",1998,62,NA,5.2,8,"","Documentary"
"252905","Film ist. 7-12",2002,90,NA,8.8,7,"","Documentary"
"252912","Filming 'Othello'",1978,84,NA,6.3,31,"","Documentary"
"252913","Filmmaker",1968,64,NA,4.2,46,"","Documentary"
"252914","Filmmaking On the Riviera",1964,10,NA,5.1,8,"","Documentary"
"252917","Films of the Brothers Quay, The",1987,78,NA,8.6,124,"","Documentary"
"252926","Filth and the Fury, The",2000,108,NA,7.4,1172,"R","Documentary"
"252951","Final Cut: The Making and Unmaking of 'Heaven's Gate'",2004,78,NA,5.2,27,"","Documentary"
"252972","Final Solution",2003,218,NA,9.1,23,"","Documentary"
"252987","Finding Christa",1991,55,NA,5.9,7,"","Documentary"
"252990","Finding His Voice",1929,11,NA,6.2,8,"","Documentary"
"253009","Finest Hours, The",1964,116,NA,4.9,10,"","Documentary"
"253019","Finis terrae",1929,80,NA,8.2,6,"","Documentary"
"253020","Finished",1997,75,NA,5.4,16,"","Documentary"
"253024","Finisterre",2003,57,NA,8.4,8,"","Documentary"
"253083","Fires Were Started",1943,80,NA,7.3,33,"","Documentary"
"253085","Fires of Kuwait",1992,36,NA,7.7,76,"","Documentary"
"253104","First Contact",1983,58,NA,6.7,36,"","Documentary"
"253108","First Emperor of China, The",1989,42,NA,5.7,20,"","Documentary"
"253123","First Motion Picture Unit, The",1943,21,NA,3,21,"","Documentary"
"253176","Fist Power",2002,5,NA,8,6,"","Documentary"
"253187","FitzPatrick Traveltalks No. T-322: Exotic Mexico",1942,9,NA,4.5,5,"","Documentary"
"253188","FitzPatrick Traveltalks: Glimpses of Western Germany",1954,9,NA,2.4,6,"","Documentary"
"253189","FitzPatrick Traveltalks: In the Valley of the Rhine",1953,9,NA,8.4,8,"","Documentary"
"253199","Five Cities of June, The",1963,26,NA,5.8,7,"","Documentary"
"253203","Five Dedicated to Ozu",2003,75,NA,6.1,27,"","Documentary"
"253227","Five Wives, Three Secretaries and Me",1998,82,NA,5.5,26,"","Documentary"
"253242","Flag Wars",2003,86,NA,8.2,20,"","Documentary"
"253263","Flamenco at 5:15",1983,29,NA,7.5,17,"","Documentary"
"253276","Flammend' Herz",2004,90,NA,7.5,6,"","Documentary"
"253291","Flash of a Dream",2001,60,NA,6.8,13,"","Documentary"
"253385","Flight of the Gossamer Condor, The",1978,27,NA,8.7,6,"","Documentary"
"253471","Fluffy Cumsalot, Porn Star",2003,57,NA,2.1,18,"","Documentary"
"253494","Flyerman",2003,96,NA,7.8,8,"","Documentary"
"253495","Flyers",1983,35,NA,7.2,5,"","Documentary"
"253519","Flying Padre",1951,9,NA,5.8,233,"","Documentary"
"253539","Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003,107,NA,8.4,3416,"PG-13","Documentary"
"253577","Fond de l'air est rouge, Le",1977,180,NA,7.8,59,"","Documentary"
"253629","For All Mankind",1989,80,NA,8,249,"","Documentary"
"253632","For Auld Lang Syne",1938,7,NA,7.9,22,"","Documentary"
"253665","For Those About to Rock: Monsters in Moscow",1992,84,NA,8.9,16,"","Documentary"
"253676","For harde livet",1989,101,NA,5.7,10,"","Documentary"
"253696","Forbidden City, U.S.A.",1989,56,NA,5,5,"","Documentary"
"253698","Forbidden Fruit",2000,30,NA,8.6,5,"","Documentary"
"253701","Forbidden Love: The Unashamed Stories of Lesbian Lives",1992,85,NA,6.5,72,"","Documentary"
"253702","Forbidden Marriages in the Holy Land",1995,66,NA,3,6,"","Documentary"
"253718","Force Beyond, The",1978,85,NA,5.9,9,"","Documentary"
"253750","Foreigners out! Schlingensiefs Container",2002,90,NA,8.9,21,"","Documentary"
"253752","Forest Commandos, The",1945,19,NA,6.5,11,"","Documentary"
"253755","Forest of Bliss",1986,90,NA,5.3,13,"","Documentary"
"253783","Forgotten Village, The",1941,67,NA,5.5,6,"","Documentary"
"253792","Formulas for Seduction: The Cinema of Atom Egoyan",1999,52,NA,8.4,16,"","Documentary"
"253828","Forty Boys and a Song",1941,10,NA,6.6,9,"","Documentary"
"253843","Fotoamator",1998,52,NA,5.1,18,"","Documentary"
"253854","Four American Composers",1983,220,NA,8.5,16,"","Documentary"
"253856","Four Corners",1997,80,NA,6.1,11,"","Documentary"
"253859","Four Days in November",1964,122,NA,8.3,37,"","Documentary"
"253908","Fourth World War, The",2003,78,NA,7.8,14,"","Documentary"
"253956","Frames from the Edge",1989,95,NA,6.6,16,"","Documentary"
"253985","Franco: ese hombre",1964,103,NA,1.8,18,"","Documentary"
"253989","Frank Lloyd Wright",1998,146,NA,7.7,97,"","Documentary"
"253990","Frank Truth, The",2001,85,NA,7.6,27,"","Documentary"
"253994","Frank and Ollie",1995,90,NA,7.8,50,"PG","Documentary"
"254019","Frankenstein: A Cinematic Scrapbook",1991,60,NA,1.8,6,"","Documentary"
"254027","Frankreich, wir kommen",1999,80,NA,6.9,18,"","Documentary"
"254028","Franky Goes to Hollywood",1999,12,NA,4.1,81,"","Documentary"
"254030","Frantz Fanon: Black Skin, White Mask",1996,70,NA,4.7,19,"","Documentary"
"254036","Frat House",1998,60,NA,7.4,40,"","Documentary"
"254064","Frazetta: Painting with Fire",2003,93,NA,7.7,21,"","Documentary"
"254072","Freaks Uncensored!",1999,100,NA,9.8,12,"","Documentary"
"254079","Fred: The Movie",2000,90,NA,3.9,8,"","Documentary"
"254101","Free Tibet",1998,90,NA,4.2,37,"","Documentary"
"254113","Freedom Downtime",2001,121,25000,8,236,"","Documentary"
"254120","Freeriders",1998,86,NA,6.3,14,"","Documentary"
"254122","Freestyle: The Art of Rhyme",2000,60,NA,8.2,33,"","Documentary"
"254138","French Blue",1974,90,NA,6.2,10,"","Documentary"
"254183","Frida Kahlo: A Ribbon Around a Bomb",1992,60,NA,8,9,"","Documentary"
"254214","Friendly Persuasion: Iranian Cinema After the 1979 Revolution",2000,113,NA,8,15,"","Documentary"
"254219","Friends Forever",2002,80,NA,6.5,26,"","Documentary"
"254224","Friends in High Places",2001,83,NA,6.9,19,"","Documentary"
"254256","Frodo Is Great... Who Is That?!!",2004,60,NA,9.4,7,"","Documentary"
"254286","From Hollywood to Hanoi",1993,78,NA,6.6,9,"","Documentary"
"254288","From Mao to Mozart: Isaac Stern in China",1980,84,NA,7.3,69,"","Documentary"
"254293","From Russia to Hollywood: The 100-Year Odyssey of Chekhov and Shdanoff",1999,100,NA,6.1,11,"","Documentary"
"254297","From Swastika to Jim Crow",2000,60,NA,7.9,14,"","Documentary"
"254307","From the Journals of Jean Seberg",1995,100,NA,7.1,60,"","Documentary"
"254334","Frosh: Nine Months in a Freshman Dorm",1994,98,NA,2.6,7,"","Documentary"
"254335","Frosset hjerte",1999,80,NA,6,18,"","Documentary"
"254364","Fuck You, Fuck You Very Much",1998,51,NA,6.8,16,"","Documentary"
"254426","Full Tilt Boogie",1997,97,NA,5.8,577,"R","Documentary"
"254448","Funkytown",1998,82,NA,8.2,5,"","Documentary"
"254450","Funniest Man in the World, The",1967,95,NA,6.9,10,"","Documentary"
"254451","Funny",1989,81,NA,6.1,8,"","Documentary"
"254454","Funny Car Summer",1974,88,NA,4.7,15,"","Documentary"
"254486","Further Perils of Laurel and Hardy, The",1968,99,NA,7.4,15,"","Documentary"
"254495","Fury in the Pacific",1945,20,NA,7.3,5,"","Documentary"
"254501","Fusiladitos, Los",2004,57,NA,8.6,45,"","Documentary"
"254509","Future Is Now, The",1955,15,NA,5.4,7,"","Documentary"
"254515","Future of Food, The",2004,88,750000,9.4,13,"","Documentary"
"254532","G'ole!",1982,101,NA,6,21,"","Documentary"
"254563","Gabriel Orozco",2002,80,NA,4,14,"","Documentary"
"254580","Gadajace glowy",1980,16,NA,7,35,"","Documentary"
"254584","Gaea Girls",2000,104,NA,6.6,42,"","Documentary"
"254594","Gaia Symphony II",1999,130,NA,5,10,"","Documentary"
"254605","Gala",2003,105,NA,6.4,9,"","Documentary"
"254609","Galapagos: The Enchanted Voyage",1999,40,NA,7.1,81,"","Documentary"
"254614","Galaxy Far, Far Away, A",2001,62,NA,4.8,32,"","Documentary"
"254663","Gambling, Gods and LSD",2002,180,NA,6.1,97,"","Documentary"
"254665","Game Over: Kasparov and the Machine",2003,90,NA,6.7,95,"PG","Documentary"
"254668","Game of Their Lives, The",2002,80,NA,7.5,42,"","Documentary"
"254694","Gan",2003,90,NA,8.1,53,"","Documentary"
"254752","Gap-Toothed Women",1987,31,NA,6.3,20,"","Documentary"
"254753","Garabatos",1964,14,NA,3.7,6,"","Documentary"
"254791","Garlic Is As Good As Ten Mothers",1980,51,NA,7.1,30,"","Documentary"
"254799","Garriage: A Documentary in 4 Chapters and an Epilogue",2004,14,NA,9.7,6,"","Documentary"
"254800","Garrincha, Alegria do Povo",1962,60,NA,5.2,13,"","Documentary"
"254803","Gary Cooper: American Life, American Legend",1991,47,NA,6.8,31,"","Documentary"
"254818","Gaslight Follies",1945,110,NA,6.5,5,"","Documentary"
"254833","Gate of Heavenly Peace, The",1995,189,NA,7.8,55,"","Documentary"
"254838","Gates of Heaven",1978,85,NA,7.5,546,"","Documentary"
"254875","Gay Cuba",1996,57,NA,5.9,12,"","Documentary"
"254887","Gay USA",1978,78,NA,8,5,"","Documentary"
"254894","Gaza Strip",2002,74,NA,7.1,98,"","Documentary"
"254952","Gendernauts",1999,87,NA,5.7,23,"","Documentary"
"254954","Gene Autry, Melody of the West",1994,58,NA,9.8,7,"","Documentary"
"254971","Genesis",1978,32,NA,6.1,10,"","Documentary"
"254974","Genesis",2004,81,NA,6.6,117,"","Documentary"
"254977","Genesis: A Band in Concert",1977,45,NA,7.8,12,"","Documentary"
"254980","Genghis Blues",1999,88,NA,7.6,352,"","Documentary"
"254987","Genius of Lenny Breau, The",1999,120,NA,5,10,"","Documentary"
"254990","Genocide",1981,90,NA,5.6,22,"","Documentary"
"254996","Gent",1969,15,NA,7.2,41,"","Documentary"
"254999","Gente di Roma",2003,100,NA,4.9,40,"","Documentary"
"255013","Gentleman Tramp, The",1975,78,NA,7,30,"","Documentary"
"255039","George Dumpson's Place",1965,8,NA,5.1,16,"","Documentary"
"255043","George Stevens: A Filmmaker's Journey",1984,110,NA,7.7,62,"","Documentary"
"255044","George Wallace: Settin' the Woods on Fire",2000,167,NA,8.7,14,"","Documentary"
"255057","Georgetown Loop (Colorado), The",1903,3,NA,7,26,"","Documentary"
"255062","Georgie Girl",2001,69,NA,6.6,7,"","Documentary"
"255087","Geschichte vom Onkel Willy aus Golzow, Die",1996,140,NA,8.8,6,"","Documentary"
"255089","Geschichte vom weinenden Kamel, Die",2003,90,NA,7.4,855,"PG","Documentary"
"255094","Geschriebene Gesicht, Das",1995,89,NA,1.8,9,"","Documentary"
"255100","Gesucht: Monika Ertl",1989,89,NA,8.8,5,"","Documentary"
"255101","Get Back",1991,89,NA,5.6,75,"","Documentary"
"255102","Get Bruce",1999,82,NA,5.5,222,"R","Documentary"
"255174","Ghetto",1997,122,NA,3.3,16,"","Documentary"
"255177","Ghost Bird: The Life and Art of Judith Deim",2000,54,NA,8.6,5,"","Documentary"
"255242","Ghosts of Attica",2001,90,NA,8.3,8,"","Documentary"
"255248","Ghosts of the Abyss",2003,43,13000000,6.6,664,"PG","Documentary"
"255297","Gigantic (A Tale of Two Johns)",2002,102,NA,7.8,261,"","Documentary"
"255298","Giger's Alien",1979,34,NA,8.9,7,"","Documentary"
"255299","Giger's Necronomicon",1975,40,NA,8,5,"","Documentary"
"255306","Gilda Live",1980,96,NA,6.7,124,"","Documentary"
"255316","Gimme Shelter",1970,91,NA,7.6,1229,"","Documentary"
"255349","Giorni di gloria",1945,71,NA,8.1,7,"","Documentary"
"255363","Giovanni Falcone",1993,124,NA,6.7,23,"","Documentary"
"255412","Girl Wrestler",2003,56,230000,8,8,"","Documentary"
"255462","Girlhood",2003,82,NA,7.3,49,"","Documentary"
"255470","Girls Like Us",1997,60,NA,6.7,20,"","Documentary"
"255493","Girltalk",1987,85,NA,6.1,5,"","Documentary"
"255531","Give Us the Earth!",1947,21,NA,5.9,7,"","Documentary"
"255538","Gizmo!",1977,77,NA,7.1,96,"","Documentary"
"255553","Glaneurs et la glaneuse, Les",2000,82,NA,7.3,532,"","Documentary"
"255554","Glanz von Berlin, Der",2002,91,NA,7,16,"","Documentary"
"255555","Glas",1958,11,NA,7.2,74,"","Documentary"
"255574","Glastonbury the Movie",1995,96,NA,5.4,12,"","Documentary"
"255576","Glauber o Filme, Labirinto do Brasil",2003,98,NA,6.9,20,"","Documentary"
"255583","Glenn Gould: Off the Record",1959,30,NA,7.6,8,"","Documentary"
"255584","Glenn Gould: On the Record",1959,30,NA,7.5,8,"","Documentary"
"255586","Glenn Tilbrook: One for the Road",2004,70,50000,7,9,"","Documentary"
"255587","Glenroy Bros., No. 2",1894,1,NA,4.2,15,"","Documentary"
"255588","Glenroy Brothers (Comic Boxing)",1894,1,NA,5.4,97,"","Documentary"
"255591","Glimpses of Florida",1941,10,NA,5.7,9,"","Documentary"
"255592","Glimpses of Old England",1949,9,NA,5.3,7,"","Documentary"
